name,easting_m,northing_m,working_platform_level_m,diameter_m,total_length_m,zone_name,,,,,,
CMC-356,502961.338,2443936.896,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-357,502960.343,2443938.632,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-358,502959.349,2443940.367,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-372,502977.99,2443911.86,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-373,502976.996,2443913.596,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-374,502976.001,2443915.331,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-375,502975.007,2443917.066,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-376,502974.012,2443918.802,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-377,502973.018,2443920.537,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-378,502972.023,2443922.273,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-379,502971.029,2443924.008,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-380,502970.034,2443925.743,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-381,502969.04,2443927.479,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-382,502968.045,2443929.214,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-383,502967.051,2443930.949,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-384,502966.057,2443932.685,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-385,502965.062,2443934.42,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-386,502964.068,2443936.156,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-387,502963.073,2443937.891,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-388,502962.079,2443939.626,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-389,502961.084,2443941.362,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-403,502979.726,2443912.855,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-404,502978.731,2443914.59,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-405,502977.737,2443916.326,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-406,502976.742,2443918.061,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-407,502975.748,2443919.796,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-408,502974.753,2443921.532,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-409,502973.759,2443923.267,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-410,502972.764,2443925.003,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-411,502971.77,2443926.738,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-412,502970.776,2443928.473,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-413,502969.781,2443930.209,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-414,502968.787,2443931.944,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-415,502967.792,2443933.679,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-416,502966.798,2443935.415,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-417,502965.803,2443937.15,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-418,502964.809,2443938.885,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-419,502963.814,2443940.621,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-420,502962.82,2443942.356,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-434,502981.461,2443913.85,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-435,502980.467,2443915.585,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-436,502979.472,2443917.32,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-437,502978.478,2443919.056,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-438,502977.483,2443920.791,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-439,502976.489,2443922.526,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-440,502975.494,2443924.262,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-441,502974.5,2443925.997,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-442,502973.506,2443927.732,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-443,502972.511,2443929.468,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-444,502971.517,2443931.203,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-445,502970.522,2443932.939,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-446,502969.528,2443934.674,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-447,502968.533,2443936.409,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-448,502967.539,2443938.145,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-449,502966.544,2443939.88,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-450,502965.55,2443941.615,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-451,502964.555,2443943.351,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-465,502983.197,2443914.844,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-466,502982.202,2443916.579,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-467,502981.208,2443918.315,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-468,502980.213,2443920.05,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-469,502979.219,2443921.786,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-470,502978.225,2443923.521,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-471,502977.23,2443925.256,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-472,502976.236,2443926.992,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-473,502975.241,2443928.727,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-474,502974.247,2443930.462,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-475,502973.252,2443932.198,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-476,502972.258,2443933.933,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-477,502971.263,2443935.669,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-478,502970.269,2443937.404,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-479,502969.274,2443939.139,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-480,502968.28,2443940.875,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-481,502967.285,2443942.61,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-482,502966.291,2443944.345,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-493,502986.921,2443912.368,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-494,502985.927,2443914.103,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-495,502984.932,2443915.839,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-496,502983.938,2443917.574,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-497,502982.943,2443919.309,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-498,502981.949,2443921.045,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-499,502980.955,2443922.78,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-500,502979.96,2443924.516,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-501,502978.966,2443926.251,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-502,502977.971,2443927.986,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-503,502976.977,2443929.722,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-504,502975.982,2443931.457,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-505,502974.988,2443933.192,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-506,502973.993,2443934.928,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-507,502972.999,2443936.663,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-508,502972.004,2443938.398,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-509,502971.01,2443940.134,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-510,502970.015,2443941.869,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-511,502969.021,2443943.605,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-512,502968.026,2443945.34,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-523,502988.657,2443913.363,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-524,502987.662,2443915.098,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-525,502986.668,2443916.833,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-526,502985.674,2443918.569,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-527,502984.679,2443920.304,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-528,502983.685,2443922.039,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-529,502982.69,2443923.775,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-530,502981.696,2443925.51,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-531,502980.701,2443927.245,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-532,502979.707,2443928.981,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-533,502978.712,2443930.716,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-534,502977.718,2443932.452,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-535,502976.723,2443934.187,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-536,502975.729,2443935.922,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-537,502974.734,2443937.658,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-538,502973.74,2443939.393,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-539,502972.745,2443941.128,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-540,502971.751,2443942.864,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-541,502970.757,2443944.599,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-542,502969.762,2443946.334,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-556,502988.404,2443917.828,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-557,502987.409,2443919.563,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-558,502986.415,2443921.299,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-559,502985.42,2443923.034,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-560,502984.426,2443924.769,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-561,502983.431,2443926.505,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-562,502982.437,2443928.24,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-563,502981.442,2443929.975,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-564,502980.448,2443931.711,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-565,502979.453,2443933.446,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-566,502978.459,2443935.181,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-567,502977.464,2443936.917,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-568,502976.47,2443938.652,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-569,502975.476,2443940.388,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-570,502974.481,2443942.123,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-571,502973.487,2443943.858,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-572,502972.492,2443945.594,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-573,502971.498,2443947.329,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-587,502990.139,2443918.822,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-588,502989.145,2443920.558,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-589,502988.15,2443922.293,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-590,502987.156,2443924.028,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-591,502986.161,2443925.764,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-592,502985.167,2443927.499,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-593,502984.172,2443929.235,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-594,502983.178,2443930.97,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-595,502982.183,2443932.705,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-596,502981.189,2443934.441,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-597,502980.194,2443936.176,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-598,502979.2,2443937.911,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-599,502978.206,2443939.647,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-600,502977.211,2443941.382,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-601,502976.217,2443943.118,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-602,502975.222,2443944.853,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-603,502974.228,2443946.588,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-604,502973.233,2443948.324,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-618,502991.875,2443919.817,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-619,502990.88,2443921.552,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-620,502989.886,2443923.288,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-621,502988.891,2443925.023,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-622,502987.897,2443926.758,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-623,502986.902,2443928.494,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-624,502985.908,2443930.229,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-625,502984.913,2443931.965,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-626,502983.919,2443933.7,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-627,502982.925,2443935.435,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-628,502981.93,2443937.171,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-629,502980.936,2443938.906,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-630,502979.941,2443940.641,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-631,502978.947,2443942.377,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-632,502977.952,2443944.112,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-633,502976.958,2443945.847,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-634,502975.963,2443947.583,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-635,502974.969,2443949.318,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-649,502993.61,2443920.812,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-650,502992.616,2443922.547,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-651,502991.621,2443924.282,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-652,502990.627,2443926.018,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-653,502989.632,2443927.753,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-654,502988.638,2443929.488,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-655,502987.643,2443931.224,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-656,502986.649,2443932.959,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-657,502985.655,2443934.694,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-658,502984.66,2443936.43,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-659,502983.666,2443938.165,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-660,502982.671,2443939.901,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-661,502981.677,2443941.636,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-662,502980.682,2443943.371,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-663,502979.688,2443945.107,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-664,502978.693,2443946.842,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-665,502977.699,2443948.577,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-666,502976.704,2443950.313,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-680,502995.346,2443921.806,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-681,502994.351,2443923.541,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-682,502993.357,2443925.277,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-683,502992.362,2443927.012,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-684,502991.368,2443928.748,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-685,502990.374,2443930.483,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-686,502989.379,2443932.218,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-687,502988.385,2443933.954,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-688,502987.39,2443935.689,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-689,502986.396,2443937.424,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-690,502985.401,2443939.16,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-691,502984.407,2443940.895,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-692,502983.412,2443942.631,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-713,502999.07,2443919.33,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-714,502998.076,2443921.065,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-715,502997.081,2443922.801,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-716,502996.087,2443924.536,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-717,502995.092,2443926.271,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-718,502994.098,2443928.007,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-719,502993.104,2443929.742,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-720,502992.109,2443931.478,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-721,502991.115,2443933.213,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-722,502990.12,2443934.948,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-723,502989.126,2443936.684,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-724,502988.131,2443938.419,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-725,502987.137,2443940.154,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-726,502986.142,2443941.89,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-727,502985.148,2443943.625,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-743,503000.806,2443920.325,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-744,502999.811,2443922.06,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-745,502998.817,2443923.795,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-746,502997.823,2443925.531,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-747,502996.828,2443927.266,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-748,502995.834,2443929.001,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-749,502994.839,2443930.737,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-750,502993.845,2443932.472,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-751,502992.85,2443934.207,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-752,502991.856,2443935.943,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-753,502990.861,2443937.678,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-754,502989.867,2443939.414,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-755,502988.872,2443941.149,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-756,502987.878,2443942.884,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-757,502986.883,2443944.62,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-773,503002.542,2443921.319,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-774,503001.547,2443923.054,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-775,503000.553,2443924.79,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-776,502999.558,2443926.525,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-777,502998.564,2443928.261,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-778,502997.569,2443929.996,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-779,502996.575,2443931.731,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-780,502995.58,2443933.467,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-781,502994.586,2443935.202,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-782,502993.591,2443936.937,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-783,502992.597,2443938.673,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-784,502991.602,2443940.408,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-785,502990.608,2443942.143,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-786,502989.613,2443943.879,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-787,502988.619,2443945.614,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-804,503002.288,2443925.784,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-805,503001.294,2443927.52,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-806,503000.299,2443929.255,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-807,502999.305,2443930.99,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-808,502998.31,2443932.726,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-809,502997.316,2443934.461,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-810,502996.321,2443936.197,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-811,502995.327,2443937.932,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-812,502994.332,2443939.667,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-813,502993.338,2443941.403,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-814,502992.343,2443943.138,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-815,502991.349,2443944.873,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-816,502990.355,2443946.609,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-840,503004.024,2443926.779,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-841,503003.029,2443928.514,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-842,503002.035,2443930.25,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-843,503001.04,2443931.985,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-844,503000.046,2443933.72,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-845,502999.051,2443935.456,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-846,502998.057,2443937.191,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-847,502997.062,2443938.927,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-848,502996.068,2443940.662,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-849,502995.074,2443942.397,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-850,502994.079,2443944.133,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-851,502993.085,2443945.868,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-852,502992.09,2443947.603,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-871,503005.759,2443927.774,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-872,503004.765,2443929.509,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-873,503003.77,2443931.244,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-874,503002.776,2443932.98,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-875,503001.781,2443934.715,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-876,503000.787,2443936.45,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-877,502999.792,2443938.186,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-878,502998.798,2443939.921,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-879,502997.804,2443941.656,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-880,502996.809,2443943.392,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-881,502995.815,2443945.127,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-882,502994.82,2443946.863,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-883,502993.826,2443948.598,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-902,503007.495,2443928.768,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-903,503006.5,2443930.503,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-904,503005.506,2443932.239,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-905,503004.511,2443933.974,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-906,503003.517,2443935.71,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-907,503002.523,2443937.445,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-908,503001.528,2443939.18,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-909,503000.534,2443940.916,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-910,502999.539,2443942.651,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-911,502998.545,2443944.386,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-912,502997.55,2443946.122,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-913,502996.556,2443947.857,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-914,502995.561,2443949.593,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-964,503009.972,2443932.493,6.25,0.6,12,Outdoor Foundation - Mid-E Pillar,,,,,,
CMC-965,503008.977,2443934.228,6.25,0.6,12,Outdoor Foundation - Mid-E Pillar,,,,,,
CMC-994,503011.707,2443933.487,6.25,0.6,12,Outdoor Foundation - Mid-E Pillar,,,,,,
CMC-995,503010.713,2443935.223,6.25,0.6,12,Outdoor Foundation - Mid-E Pillar,,,,,,
CMC-1,502971.356,2443909.558,6.25,0.6,12,Outdoor Foundation - Mid-W Pillar,,,,,,
CMC-1044,502993.553,2443969.189,6.25,0.6,12,Outdoor Foundation - NE Pillar,,,,,,
CMC-1074,502995.289,2443970.184,6.25,0.6,12,Outdoor Foundation - NE Pillar,,,,,,
CMC-211,502946.693,2443942.336,6.25,0.6,12,Outdoor Foundation - NW Pillar,,,,,,
CMC-241,502948.428,2443943.33,6.25,0.6,12,Outdoor Foundation - NW Pillar,,,,,,
CMC-333,502980.147,2443903.068,6.25,0.6,18.5,Power Transformer Foundation #1 (West),,,,,,
CMC-334,502979.252,2443904.63,6.25,0.6,18.5,Power Transformer Foundation #1 (West),,,,,,
