name,easting_m,northing_m,working_platform_level_m,diameter_m,total_length_m,zone_name,,,,,,
CMC-452,502963.561,2443945.086,6.25,0.6,16,Boundary Wall,,,,,,
CMC-453,502962.566,2443946.822,6.25,0.6,16,Boundary Wall,,,,,,
CMC-462,502990.158,2443902.697,6.25,0.6,16,Boundary Wall,,,,,,
CMC-463,502989.164,2443904.432,6.25,0.6,16,Boundary Wall,,,,,,
CMC-464,502988.169,2443906.167,6.25,0.6,16,Boundary Wall,,,,,,
CMC-483,502965.296,2443946.081,6.25,0.6,16,Boundary Wall,,,,,,
CMC-484,502964.302,2443947.816,6.25,0.6,16,Boundary Wall,,,,,,
CMC-488,502991.894,2443903.691,6.25,0.6,16,Boundary Wall,,,,,,
CMC-489,502990.899,2443905.426,6.25,0.6,16,Boundary Wall,,,,,,
CMC-490,502989.905,2443907.162,6.25,0.6,16,Boundary Wall,,,,,,
CMC-491,502988.91,2443908.897,6.25,0.6,16,Boundary Wall,,,,,,
CMC-492,502987.916,2443910.633,6.25,0.6,16,Boundary Wall,,,,,,
CMC-513,502967.032,2443947.075,6.25,0.6,16,Boundary Wall,,,,,,
CMC-514,502966.038,2443948.811,6.25,0.6,16,Boundary Wall,,,,,,
CMC-518,502993.629,2443904.686,6.25,0.6,16,Boundary Wall,,,,,,
CMC-519,502992.635,2443906.421,6.25,0.6,16,Boundary Wall,,,,,,
CMC-520,502991.64,2443908.156,6.25,0.6,16,Boundary Wall,,,,,,
CMC-521,502990.646,2443909.892,6.25,0.6,16,Boundary Wall,,,,,,
CMC-522,502989.651,2443911.627,6.25,0.6,16,Boundary Wall,,,,,,
CMC-543,502968.768,2443948.07,6.25,0.6,16,Boundary Wall,,,,,,
CMC-544,502967.773,2443949.805,6.25,0.6,16,Boundary Wall,,,,,,
CMC-553,502995.365,2443905.68,6.25,0.6,16,Boundary Wall,,,,,,
CMC-554,502994.37,2443907.416,6.25,0.6,16,Boundary Wall,,,,,,
CMC-555,502993.376,2443909.151,6.25,0.6,16,Boundary Wall,,,,,,
CMC-574,502970.503,2443949.064,6.25,0.6,16,Boundary Wall,,,,,,
CMC-575,502969.509,2443950.8,6.25,0.6,16,Boundary Wall,,,,,,
CMC-584,502997.1,2443906.675,6.25,0.6,16,Boundary Wall,,,,,,
CMC-585,502996.106,2443908.41,6.25,0.6,16,Boundary Wall,,,,,,
CMC-586,502995.111,2443910.146,6.25,0.6,16,Boundary Wall,,,,,,
CMC-605,502972.239,2443950.059,6.25,0.6,16,Boundary Wall,,,,,,
CMC-606,502971.244,2443951.794,6.25,0.6,16,Boundary Wall,,,,,,
CMC-615,502998.836,2443907.669,6.25,0.6,16,Boundary Wall,,,,,,
CMC-616,502997.842,2443909.405,6.25,0.6,16,Boundary Wall,,,,,,
CMC-617,502996.847,2443911.14,6.25,0.6,16,Boundary Wall,,,,,,
CMC-636,502973.974,2443951.054,6.25,0.6,16,Boundary Wall,,,,,,
CMC-637,502972.98,2443952.789,6.25,0.6,16,Boundary Wall,,,,,,
CMC-646,503000.572,2443908.664,6.25,0.6,16,Boundary Wall,,,,,,
CMC-647,502999.577,2443910.399,6.25,0.6,16,Boundary Wall,,,,,,
CMC-648,502998.583,2443912.135,6.25,0.6,16,Boundary Wall,,,,,,
CMC-667,502975.71,2443952.048,6.25,0.6,16,Boundary Wall,,,,,,
CMC-668,502974.715,2443953.784,6.25,0.6,16,Boundary Wall,,,,,,
CMC-677,503002.307,2443909.659,6.25,0.6,16,Boundary Wall,,,,,,
CMC-678,503001.313,2443911.394,6.25,0.6,16,Boundary Wall,,,,,,
CMC-679,503000.318,2443913.129,6.25,0.6,16,Boundary Wall,,,,,,
CMC-708,503004.043,2443910.653,6.25,0.6,16,Boundary Wall,,,,,,
CMC-709,503003.048,2443912.388,6.25,0.6,16,Boundary Wall,,,,,,
CMC-710,503002.054,2443914.124,6.25,0.6,16,Boundary Wall,,,,,,
CMC-711,503001.059,2443915.859,6.25,0.6,16,Boundary Wall,,,,,,
CMC-712,503000.065,2443917.595,6.25,0.6,16,Boundary Wall,,,,,,
CMC-738,503005.778,2443911.648,6.25,0.6,16,Boundary Wall,,,,,,
CMC-739,503004.784,2443913.383,6.25,0.6,16,Boundary Wall,,,,,,
CMC-740,503003.789,2443915.118,6.25,0.6,16,Boundary Wall,,,,,,
CMC-741,503002.795,2443916.854,6.25,0.6,16,Boundary Wall,,,,,,
CMC-742,503001.8,2443918.589,6.25,0.6,16,Boundary Wall,,,,,,
CMC-765,502978.928,2443958.503,6.25,0.6,16,Boundary Wall,,,,,,
CMC-766,502977.933,2443960.238,6.25,0.6,16,Boundary Wall,,,,,,
CMC-767,502976.939,2443961.973,6.25,0.6,16,Boundary Wall,,,,,,
CMC-768,503007.514,2443912.642,6.25,0.6,16,Boundary Wall,,,,,,
CMC-769,503006.519,2443914.378,6.25,0.6,16,Boundary Wall,,,,,,
CMC-770,503005.525,2443916.113,6.25,0.6,16,Boundary Wall,,,,,,
CMC-771,503004.53,2443917.848,6.25,0.6,16,Boundary Wall,,,,,,
CMC-772,503003.536,2443919.584,6.25,0.6,16,Boundary Wall,,,,,,
CMC-801,503009.249,2443913.637,6.25,0.6,16,Boundary Wall,,,,,,
CMC-802,503008.255,2443915.372,6.25,0.6,16,Boundary Wall,,,,,,
CMC-803,503007.26,2443917.108,6.25,0.6,16,Boundary Wall,,,,,,
CMC-837,503010.985,2443914.631,6.25,0.6,16,Boundary Wall,,,,,,
CMC-838,503009.991,2443916.367,6.25,0.6,16,Boundary Wall,,,,,,
CMC-839,503008.996,2443918.102,6.25,0.6,16,Boundary Wall,,,,,,
CMC-868,503012.721,2443915.626,6.25,0.6,16,Boundary Wall,,,,,,
CMC-869,503011.726,2443917.361,6.25,0.6,16,Boundary Wall,,,,,,
CMC-870,503010.732,2443919.097,6.25,0.6,16,Boundary Wall,,,,,,
CMC-899,503014.456,2443916.621,6.25,0.6,16,Boundary Wall,,,,,,
CMC-900,503013.462,2443918.356,6.25,0.6,16,Boundary Wall,,,,,,
CMC-901,503012.467,2443920.091,6.25,0.6,16,Boundary Wall,,,,,,
CMC-930,503016.192,2443917.615,6.25,0.6,16,Boundary Wall,,,,,,
CMC-931,503015.197,2443919.35,6.25,0.6,16,Boundary Wall,,,,,,
CMC-932,503014.203,2443921.086,6.25,0.6,16,Boundary Wall,,,,,,
CMC-933,503009.23,2443929.763,6.25,0.6,16,Boundary Wall,,,,,,
CMC-934,503008.236,2443931.498,6.25,0.6,16,Boundary Wall,,,,,,
CMC-935,503007.241,2443933.233,6.25,0.6,16,Boundary Wall,,,,,,
CMC-936,503006.247,2443934.969,6.25,0.6,16,Boundary Wall,,,,,,
CMC-937,503005.253,2443936.704,6.25,0.6,16,Boundary Wall,,,,,,
CMC-938,503004.258,2443938.44,6.25,0.6,16,Boundary Wall,,,,,,
CMC-939,503003.264,2443940.175,6.25,0.6,16,Boundary Wall,,,,,,
CMC-940,503002.269,2443941.91,6.25,0.6,16,Boundary Wall,,,,,,
CMC-941,503001.275,2443943.646,6.25,0.6,16,Boundary Wall,,,,,,
CMC-942,503000.28,2443945.381,6.25,0.6,16,Boundary Wall,,,,,,
CMC-943,502999.286,2443947.116,6.25,0.6,16,Boundary Wall,,,,,,
CMC-944,502998.291,2443948.852,6.25,0.6,16,Boundary Wall,,,,,,
CMC-945,502997.297,2443950.587,6.25,0.6,16,Boundary Wall,,,,,,
CMC-956,503017.927,2443918.61,6.25,0.6,16,Boundary Wall,,,,,,
CMC-957,503016.933,2443920.345,6.25,0.6,16,Boundary Wall,,,,,,
CMC-958,503015.938,2443922.08,6.25,0.6,16,Boundary Wall,,,,,,
CMC-959,503014.944,2443923.816,6.25,0.6,16,Boundary Wall,,,,,,
CMC-960,503013.949,2443925.551,6.25,0.6,16,Boundary Wall,,,,,,
CMC-961,503012.955,2443927.287,6.25,0.6,16,Boundary Wall,,,,,,
CMC-962,503011.96,2443929.022,6.25,0.6,16,Boundary Wall,,,,,,
CMC-963,503010.966,2443930.757,6.25,0.6,16,Boundary Wall,,,,,,
CMC-966,503007.983,2443935.963,6.25,0.6,16,Boundary Wall,,,,,,
CMC-967,503006.988,2443937.699,6.25,0.6,16,Boundary Wall,,,,,,
CMC-968,503005.994,2443939.434,6.25,0.6,16,Boundary Wall,,,,,,
CMC-969,503004.999,2443941.169,6.25,0.6,16,Boundary Wall,,,,,,
CMC-970,503004.005,2443942.905,6.25,0.6,16,Boundary Wall,,,,,,
CMC-971,503003.01,2443944.64,6.25,0.6,16,Boundary Wall,,,,,,
CMC-972,503002.016,2443946.376,6.25,0.6,16,Boundary Wall,,,,,,
CMC-973,503001.021,2443948.111,6.25,0.6,16,Boundary Wall,,,,,,
CMC-974,503000.027,2443949.846,6.25,0.6,16,Boundary Wall,,,,,,
CMC-975,502999.032,2443951.582,6.25,0.6,16,Boundary Wall,,,,,,
CMC-983,502991.077,2443965.465,6.25,0.6,16,Boundary Wall,,,,,,
CMC-984,502990.082,2443967.2,6.25,0.6,16,Boundary Wall,,,,,,
CMC-985,502989.088,2443968.935,6.25,0.6,16,Boundary Wall,,,,,,
CMC-986,503019.663,2443919.604,6.25,0.6,16,Boundary Wall,,,,,,
CMC-987,503018.668,2443921.34,6.25,0.6,16,Boundary Wall,,,,,,
CMC-988,503017.674,2443923.075,6.25,0.6,16,Boundary Wall,,,,,,
CMC-989,503016.679,2443924.81,6.25,0.6,16,Boundary Wall,,,,,,
CMC-990,503015.685,2443926.546,6.25,0.6,16,Boundary Wall,,,,,,
CMC-991,503014.691,2443928.281,6.25,0.6,16,Boundary Wall,,,,,,
CMC-992,503013.696,2443930.016,6.25,0.6,16,Boundary Wall,,,,,,
CMC-993,503012.702,2443931.752,6.25,0.6,16,Boundary Wall,,,,,,
CMC-996,503009.718,2443936.958,6.25,0.6,16,Boundary Wall,,,,,,
CMC-997,503008.724,2443938.693,6.25,0.6,16,Boundary Wall,,,,,,
CMC-998,503007.729,2443940.429,6.25,0.6,16,Boundary Wall,,,,,,
CMC-999,503006.735,2443942.164,6.25,0.6,16,Boundary Wall,,,,,,
CMC-1000,503005.74,2443943.899,6.25,0.6,16,Boundary Wall,,,,,,
CMC-1001,503004.746,2443945.635,6.25,0.6,16,Boundary Wall,,,,,,
CMC-1002,503003.751,2443947.37,6.25,0.6,16,Boundary Wall,,,,,,
CMC-1003,503002.757,2443949.105,6.25,0.6,16,Boundary Wall,,,,,,
CMC-1004,503001.762,2443950.841,6.25,0.6,16,Boundary Wall,,,,,,
CMC-1005,503000.768,2443952.576,6.25,0.6,16,Boundary Wall,,,,,,
CMC-1006,502999.774,2443954.312,6.25,0.6,16,Boundary Wall,,,,,,
CMC-1007,502998.779,2443956.047,6.25,0.6,16,Boundary Wall,,,,,,
CMC-1008,502997.785,2443957.782,6.25,0.6,16,Boundary Wall,,,,,,
CMC-1009,502996.79,2443959.518,6.25,0.6,16,Boundary Wall,,,,,,
CMC-1010,502995.796,2443961.253,6.25,0.6,16,Boundary Wall,,,,,,
CMC-1011,502994.801,2443962.988,6.25,0.6,16,Boundary Wall,,,,,,
CMC-1012,502993.807,2443964.724,6.25,0.6,16,Boundary Wall,,,,,,
CMC-1013,502992.812,2443966.459,6.25,0.6,16,Boundary Wall,,,,,,
CMC-1014,502991.818,2443968.195,6.25,0.6,16,Boundary Wall,,,,,,
CMC-1015,502990.823,2443969.93,6.25,0.6,16,Boundary Wall,,,,,,
CMC-1016,503021.398,2443920.599,6.25,0.6,16,Boundary Wall,,,,,,
CMC-1017,503020.404,2443922.334,6.25,0.6,16,Boundary Wall,,,,,,
CMC-1018,503019.409,2443924.07,6.25,0.6,16,Boundary Wall,,,,,,
CMC-1019,503018.415,2443925.805,6.25,0.6,16,Boundary Wall,,,,,,
CMC-1020,503017.421,2443927.54,6.25,0.6,16,Boundary Wall,,,,,,
CMC-1021,503016.426,2443929.276,6.25,0.6,16,Boundary Wall,,,,,,
CMC-1022,503015.432,2443931.011,6.25,0.6,16,Boundary Wall,,,,,,
CMC-1023,503014.437,2443932.746,6.25,0.6,16,Boundary Wall,,,,,,
CMC-1024,503013.443,2443934.482,6.25,0.6,16,Boundary Wall,,,,,,
CMC-1025,503012.448,2443936.217,6.25,0.6,16,Boundary Wall,,,,,,
CMC-1026,503011.454,2443937.952,6.25,0.6,16,Boundary Wall,,,,,,
CMC-1027,503010.459,2443939.688,6.25,0.6,16,Boundary Wall,,,,,,
CMC-1028,503009.465,2443941.423,6.25,0.6,16,Boundary Wall,,,,,,
CMC-1029,503008.47,2443943.159,6.25,0.6,16,Boundary Wall,,,,,,
CMC-1030,503007.476,2443944.894,6.25,0.6,16,Boundary Wall,,,,,,
CMC-1031,503006.481,2443946.629,6.25,0.6,16,Boundary Wall,,,,,,
CMC-1032,503005.487,2443948.365,6.25,0.6,16,Boundary Wall,,,,,,
CMC-1033,503004.492,2443950.1,6.25,0.6,16,Boundary Wall,,,,,,
CMC-1034,503003.498,2443951.835,6.25,0.6,16,Boundary Wall,,,,,,
CMC-1035,503002.504,2443953.571,6.25,0.6,16,Boundary Wall,,,,,,
CMC-1036,503001.509,2443955.306,6.25,0.6,16,Boundary Wall,,,,,,
CMC-1037,503000.515,2443957.042,6.25,0.6,16,Boundary Wall,,,,,,
CMC-1038,502999.52,2443958.777,6.25,0.6,16,Boundary Wall,,,,,,
CMC-1039,502998.526,2443960.512,6.25,0.6,16,Boundary Wall,,,,,,
CMC-1040,502997.531,2443962.248,6.25,0.6,16,Boundary Wall,,,,,,
CMC-1041,502996.537,2443963.983,6.25,0.6,16,Boundary Wall,,,,,,
CMC-1042,502995.542,2443965.718,6.25,0.6,16,Boundary Wall,,,,,,
CMC-1043,502994.548,2443967.454,6.25,0.6,16,Boundary Wall,,,,,,
CMC-1045,502992.559,2443970.924,6.25,0.6,16,Boundary Wall,,,,,,
CMC-1046,503023.134,2443921.593,6.25,0.6,16,Boundary Wall,,,,,,
CMC-1047,503022.14,2443923.329,6.25,0.6,16,Boundary Wall,,,,,,
CMC-1048,503021.145,2443925.064,6.25,0.6,16,Boundary Wall,,,,,,
CMC-1049,503020.151,2443926.799,6.25,0.6,16,Boundary Wall,,,,,,
CMC-1050,503019.156,2443928.535,6.25,0.6,16,Boundary Wall,,,,,,
CMC-1051,503018.162,2443930.27,6.25,0.6,16,Boundary Wall,,,,,,
CMC-1052,503017.167,2443932.006,6.25,0.6,16,Boundary Wall,,,,,,
CMC-1053,503016.173,2443933.741,6.25,0.6,16,Boundary Wall,,,,,,
CMC-1054,503015.178,2443935.476,6.25,0.6,16,Boundary Wall,,,,,,
CMC-1055,503014.184,2443937.212,6.25,0.6,16,Boundary Wall,,,,,,
CMC-1056,503013.189,2443938.947,6.25,0.6,16,Boundary Wall,,,,,,
CMC-1057,503012.195,2443940.682,6.25,0.6,16,Boundary Wall,,,,,,
CMC-1058,503011.2,2443942.418,6.25,0.6,16,Boundary Wall,,,,,,
CMC-1059,503010.206,2443944.153,6.25,0.6,16,Boundary Wall,,,,,,
CMC-1060,503009.211,2443945.889,6.25,0.6,16,Boundary Wall,,,,,,
CMC-1061,503008.217,2443947.624,6.25,0.6,16,Boundary Wall,,,,,,
CMC-1062,503007.223,2443949.359,6.25,0.6,16,Boundary Wall,,,,,,
CMC-1063,503006.228,2443951.095,6.25,0.6,16,Boundary Wall,,,,,,
CMC-1064,503005.234,2443952.83,6.25,0.6,16,Boundary Wall,,,,,,
CMC-1065,503004.239,2443954.565,6.25,0.6,16,Boundary Wall,,,,,,
CMC-1066,503003.245,2443956.301,6.25,0.6,16,Boundary Wall,,,,,,
CMC-1067,503002.25,2443958.036,6.25,0.6,16,Boundary Wall,,,,,,
CMC-1068,503001.256,2443959.771,6.25,0.6,16,Boundary Wall,,,,,,
CMC-1069,503000.261,2443961.507,6.25,0.6,16,Boundary Wall,,,,,,
CMC-1070,502999.267,2443963.242,6.25,0.6,16,Boundary Wall,,,,,,
CMC-1071,502998.272,2443964.978,6.25,0.6,16,Boundary Wall,,,,,,
CMC-1072,502997.278,2443966.713,6.25,0.6,16,Boundary Wall,,,,,,
CMC-1073,502996.283,2443968.448,6.25,0.6,16,Boundary Wall,,,,,,
CMC-1075,502994.294,2443971.919,6.25,0.6,16,Boundary Wall,,,,,,
CMC-693,502982.418,2443944.366,6.25,0.6,17,Building Isolated Footing Foundation,,,,,,
CMC-694,502981.423,2443946.101,6.25,0.6,17,Building Isolated Footing Foundation,,,,,,
CMC-695,502980.429,2443947.837,6.25,0.6,17,Building Isolated Footing Foundation,,,,,,
CMC-696,502979.434,2443949.572,6.25,0.6,17,Building Isolated Footing Foundation,,,,,,
CMC-697,502978.44,2443951.307,6.25,0.6,17,Building Isolated Footing Foundation,,,,,,
CMC-698,502977.445,2443953.043,6.25,0.6,17,Building Isolated Footing Foundation,,,,,,
CMC-699,502976.451,2443954.778,6.25,0.6,17,Building Isolated Footing Foundation,,,,,,
CMC-728,502984.153,2443945.36,6.25,0.6,17,Building Isolated Footing Foundation,,,,,,
CMC-729,502983.159,2443947.096,6.25,0.6,17,Building Isolated Footing Foundation,,,,,,
CMC-730,502982.164,2443948.831,6.25,0.6,17,Building Isolated Footing Foundation,,,,,,
CMC-731,502981.17,2443950.567,6.25,0.6,17,Building Isolated Footing Foundation,,,,,,
CMC-732,502980.175,2443952.302,6.25,0.6,17,Building Isolated Footing Foundation,,,,,,
CMC-733,502979.181,2443954.037,6.25,0.6,17,Building Isolated Footing Foundation,,,,,,
CMC-734,502978.187,2443955.773,6.25,0.6,17,Building Isolated Footing Foundation,,,,,,
CMC-758,502985.889,2443946.355,6.25,0.6,17,Building Isolated Footing Foundation,,,,,,
CMC-759,502984.894,2443948.09,6.25,0.6,17,Building Isolated Footing Foundation,,,,,,
CMC-760,502983.9,2443949.826,6.25,0.6,17,Building Isolated Footing Foundation,,,,,,
CMC-761,502982.906,2443951.561,6.25,0.6,17,Building Isolated Footing Foundation,,,,,,
CMC-762,502981.911,2443953.296,6.25,0.6,17,Building Isolated Footing Foundation,,,,,,
CMC-763,502980.917,2443955.032,6.25,0.6,17,Building Isolated Footing Foundation,,,,,,
CMC-764,502979.922,2443956.767,6.25,0.6,17,Building Isolated Footing Foundation,,,,,,
CMC-788,502987.625,2443947.35,6.25,0.6,17,Building Isolated Footing Foundation,,,,,,
CMC-789,502986.63,2443949.085,6.25,0.6,17,Building Isolated Footing Foundation,,,,,,
CMC-790,502985.636,2443950.82,6.25,0.6,17,Building Isolated Footing Foundation,,,,,,
CMC-791,502984.641,2443952.556,6.25,0.6,17,Building Isolated Footing Foundation,,,,,,
CMC-792,502983.647,2443954.291,6.25,0.6,17,Building Isolated Footing Foundation,,,,,,
CMC-793,502982.652,2443956.026,6.25,0.6,17,Building Isolated Footing Foundation,,,,,,
CMC-794,502981.658,2443957.762,6.25,0.6,17,Building Isolated Footing Foundation,,,,,,
CMC-817,502989.36,2443948.344,6.25,0.6,17,Building Isolated Footing Foundation,,,,,,
CMC-818,502988.366,2443950.08,6.25,0.6,17,Building Isolated Footing Foundation,,,,,,
CMC-819,502987.371,2443951.815,6.25,0.6,17,Building Isolated Footing Foundation,,,,,,
CMC-820,502986.377,2443953.55,6.25,0.6,17,Building Isolated Footing Foundation,,,,,,
CMC-821,502985.382,2443955.286,6.25,0.6,17,Building Isolated Footing Foundation,,,,,,
CMC-822,502984.388,2443957.021,6.25,0.6,17,Building Isolated Footing Foundation,,,,,,
CMC-823,502983.393,2443958.756,6.25,0.6,17,Building Isolated Footing Foundation,,,,,,
CMC-853,502991.096,2443949.339,6.25,0.6,17,Building Isolated Footing Foundation,,,,,,
CMC-854,502990.101,2443951.074,6.25,0.6,17,Building Isolated Footing Foundation,,,,,,
CMC-855,502989.107,2443952.809,6.25,0.6,17,Building Isolated Footing Foundation,,,,,,
CMC-856,502988.112,2443954.545,6.25,0.6,17,Building Isolated Footing Foundation,,,,,,
CMC-857,502987.118,2443956.28,6.25,0.6,17,Building Isolated Footing Foundation,,,,,,
CMC-858,502986.123,2443958.016,6.25,0.6,17,Building Isolated Footing Foundation,,,,,,
CMC-859,502985.129,2443959.751,6.25,0.6,17,Building Isolated Footing Foundation,,,,,,
CMC-884,502992.831,2443950.333,6.25,0.6,17,Building Isolated Footing Foundation,,,,,,
CMC-885,502991.837,2443952.069,6.25,0.6,17,Building Isolated Footing Foundation,,,,,,
CMC-886,502990.842,2443953.804,6.25,0.6,17,Building Isolated Footing Foundation,,,,,,
CMC-887,502989.848,2443955.539,6.25,0.6,17,Building Isolated Footing Foundation,,,,,,
CMC-888,502988.853,2443957.275,6.25,0.6,17,Building Isolated Footing Foundation,,,,,,
CMC-889,502987.859,2443959.01,6.25,0.6,17,Building Isolated Footing Foundation,,,,,,
CMC-890,502986.864,2443960.746,6.25,0.6,17,Building Isolated Footing Foundation,,,,,,
CMC-915,502994.567,2443951.328,6.25,0.6,17,Building Isolated Footing Foundation,,,,,,
CMC-916,502993.572,2443953.063,6.25,0.6,17,Building Isolated Footing Foundation,,,,,,
CMC-917,502992.578,2443954.799,6.25,0.6,17,Building Isolated Footing Foundation,,,,,,
CMC-918,502991.583,2443956.534,6.25,0.6,17,Building Isolated Footing Foundation,,,,,,
CMC-919,502990.589,2443958.269,6.25,0.6,17,Building Isolated Footing Foundation,,,,,,
CMC-920,502989.594,2443960.005,6.25,0.6,17,Building Isolated Footing Foundation,,,,,,
CMC-921,502988.6,2443961.74,6.25,0.6,17,Building Isolated Footing Foundation,,,,,,
CMC-946,502996.302,2443952.322,6.25,0.6,17,Building Isolated Footing Foundation,,,,,,
CMC-947,502995.308,2443954.058,6.25,0.6,17,Building Isolated Footing Foundation,,,,,,
CMC-948,502994.313,2443955.793,6.25,0.6,17,Building Isolated Footing Foundation,,,,,,
CMC-949,502993.319,2443957.529,6.25,0.6,17,Building Isolated Footing Foundation,,,,,,
CMC-950,502992.324,2443959.264,6.25,0.6,17,Building Isolated Footing Foundation,,,,,,
CMC-951,502991.33,2443960.999,6.25,0.6,17,Building Isolated Footing Foundation,,,,,,
CMC-952,502990.336,2443962.735,6.25,0.6,17,Building Isolated Footing Foundation,,,,,,
CMC-976,502998.038,2443953.317,6.25,0.6,17,Building Isolated Footing Foundation,,,,,,
CMC-977,502997.043,2443955.052,6.25,0.6,17,Building Isolated Footing Foundation,,,,,,
CMC-978,502996.049,2443956.788,6.25,0.6,17,Building Isolated Footing Foundation,,,,,,
CMC-979,502995.055,2443958.523,6.25,0.6,17,Building Isolated Footing Foundation,,,,,,
CMC-980,502994.06,2443960.258,6.25,0.6,17,Building Isolated Footing Foundation,,,,,,
CMC-981,502993.066,2443961.994,6.25,0.6,17,Building Isolated Footing Foundation,,,,,,
CMC-982,502992.071,2443963.729,6.25,0.6,17,Building Isolated Footing Foundation,,,,,,
CMC-278,502974.772,2443905.406,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-279,502973.778,2443907.141,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-280,502972.783,2443908.877,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-281,502971.789,2443910.612,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-282,502970.794,2443912.347,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-283,502969.8,2443914.083,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-284,502968.806,2443915.818,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-285,502967.811,2443917.554,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-286,502966.817,2443919.289,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-287,502965.822,2443921.024,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-288,502964.828,2443922.76,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-289,502963.833,2443924.495,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-290,502962.839,2443926.23,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-291,502961.844,2443927.966,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-292,502960.85,2443929.701,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-293,502959.855,2443931.436,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-294,502958.861,2443933.172,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-295,502957.866,2443934.907,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-296,502956.872,2443936.643,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-297,502955.877,2443938.378,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-308,502976.508,2443906.401,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-309,502975.513,2443908.136,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-310,502974.519,2443909.871,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-311,502973.525,2443911.607,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-312,502972.53,2443913.342,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-313,502971.536,2443915.077,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-314,502970.541,2443916.813,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-315,502969.547,2443918.548,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-316,502968.552,2443920.283,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-317,502967.558,2443922.019,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-318,502966.563,2443923.754,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-319,502965.569,2443925.49,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-320,502964.574,2443927.225,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-321,502963.58,2443928.96,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-322,502962.585,2443930.696,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-323,502961.591,2443932.431,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-324,502960.596,2443934.166,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-325,502959.602,2443935.902,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-326,502958.608,2443937.637,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-327,502957.613,2443939.372,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-341,502976.255,2443910.866,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-342,502975.26,2443912.601,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-343,502974.266,2443914.337,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-344,502973.271,2443916.072,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-345,502972.277,2443917.807,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-346,502971.282,2443919.543,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-347,502970.288,2443921.278,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-348,502969.293,2443923.013,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-349,502968.299,2443924.749,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-350,502967.304,2443926.484,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-351,502966.31,2443928.219,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-352,502965.315,2443929.955,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-353,502964.321,2443931.69,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-354,502963.327,2443933.426,6.25,0.6,18.5,Building Raft Foundation,,,,,,
CMC-355,502962.332,2443935.161,6.25,0.6,18.5,Building Raft Foundation,,,,,,
